,Classe,Chapeau,Surface Chapeau,Couleur Chapeau,bruises,Odeur,Lamelles,Espacement des lamelles,Taille des lamelles,Couleur des lamelles,Tige,Surface au dessus de anneau,Surface sous anneau,Couleur sur anneau,Couleur sous anneau,Couleur du voile,Nombre anneaux,Type anneau,Coleur des spores,Population,Habitat
4215,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4216,Toxique,Plat,Lisse,Gris,True,Fétide,Libre,Proche,Large,Chocolat,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Plusieurs,Urbains
4217,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4218,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4219,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4220,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4221,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4222,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4223,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4224,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Rose,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Marron,Plusieurs,Bois
4225,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4226,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4227,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4228,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4229,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4230,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4231,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4232,Toxique,Plat,Lisse,Blanc,True,Fétide,Libre,Proche,Large,Rose,Fine,Fibreux,Fibreux,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Dispersé,Urbains
4233,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4234,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4235,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4236,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4237,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4238,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4239,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4240,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4241,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4242,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4243,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4244,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4245,Toxique,Convexe,Lisse,Blanc,True,Fétide,Libre,Proche,Large,Chocolat,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Dispersé,Herbes
4246,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4247,Toxique,Convexe,Lisse,Buff,True,Fétide,Libre,Proche,Large,Rose,Fine,Fibreux,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Dispersé,Herbes
4248,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4249,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4250,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4251,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4252,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4253,Comestible,Plat,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Violet,Fine,Lisse,Lisse,Gris,Gris,Blanc,1,Pendentif,Marron,Solitaire,Bois
4254,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4255,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4256,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4257,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4258,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4259,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4260,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4261,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4262,Toxique,Convexe,Fibreux,rose,False,Créosote,Libre,Proche,Etroit,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Black,Dispersé,Bois
4263,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4264,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4265,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4266,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4267,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4268,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4269,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4270,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4271,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4272,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4273,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4274,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4275,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4276,Comestible,Ovoide,Ecailleux,Marron,False,Aucune,Libre,Eloigné,Etroit,Blanc,Large,Fibreux,Fibreux,Blanc,Marron,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
4277,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4278,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4279,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4280,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4281,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4282,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4283,Comestible,Plat,Lisse,rose,True,Aucune,Libre,Proche,Large,Rouge,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Evanescent,Blanc,Groupé,Déchets
4284,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4285,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4286,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4287,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4288,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4289,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4290,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4291,Comestible,Ovoide,Lisse,rose,True,Aucune,Libre,Proche,Large,Rouge,Large,Lisse,Lisse,Blanc,Rouge,Blanc,2,Evanescent,Blanc,Groupé,Déchets
4292,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4293,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4294,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4295,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4296,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4297,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4298,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4299,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4300,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4301,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4302,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4303,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4304,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4305,Comestible,Plat,Ecailleux,Gris,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Pendentif,Marron,Solitaire,Bois
4306,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4307,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4308,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4309,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4310,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4311,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4312,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Bois
4313,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4314,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Chemins
4315,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4316,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4317,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4318,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4319,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4320,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4321,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4322,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Chemins
4323,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4324,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4325,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4326,Comestible,Convexe,Ecailleux,Vert,False,Aucune,Libre,Proche,Etroit,Rose,Large,Lisse,Fibreux,Blanc,Blanc,Blanc,1,Evasé,Chocolat,Plusieurs,Bois
4327,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4328,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4329,Toxique,Convexe,Ecailleux,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
4330,Toxique,Plat,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4331,Toxique,Ovoide,Ecailleux,Marron,False,Aucune,Libre,Proche,Etroit,Blanc,Large,Soyeux,Ecailleux,Blanc,Marron,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
4332,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Bois
4333,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Bois
4334,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Buff,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4335,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4336,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4337,Toxique,Convexe,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Rose,Blanc,1,Large,Chocolat,Plusieurs,Bois
4338,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4339,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4340,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4341,Comestible,Plat,Ecailleux,Rouge,True,Aucune,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Gris,Rose,Blanc,1,Pendentif,Black,Solitaire,Bois
4342,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Chemins
4343,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4344,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4345,Toxique,Convexe,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Buff,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4346,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Buff,Blanc,1,Large,Chocolat,Solitaire,Herbes
4347,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4348,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Rose,Rose,Blanc,1,Large,Chocolat,Solitaire,Herbes
4349,Toxique,Plat,Lisse,Buff,True,Fétide,Libre,Proche,Large,Blanc,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Pendentif,Chocolat,Dispersé,Urbains
4350,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4351,Toxique,Convexe,Ecailleux,Jaune,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4352,Toxique,Plat,Fibreux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Plusieurs,Chemins
4353,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Gris,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Solitaire,Bois
4354,Toxique,Plat,Fibreux,Jaune,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Rose,Buff,Blanc,1,Large,Chocolat,Plusieurs,Bois
4355,Toxique,Plat,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Chocolat,Large,Soyeux,Soyeux,Marron,Marron,Blanc,1,Large,Chocolat,Solitaire,Herbes
4356,Toxique,Convexe,Ecailleux,Gris,False,Fétide,Libre,Proche,Large,Rose,Large,Soyeux,Soyeux,Buff,Marron,Blanc,1,Large,Chocolat,Plusieurs,Herbes
4357,Comestible,Convexe,Lisse,Rouge,True,Aucune,Libre,Proche,Large,Rouge,Large,Lisse,Lisse,Blanc,Rouge,Blanc,2,Evanescent,Blanc,Groupé,Déchets
